ImageIndex,record_id,processid,specimen_identifiers,identification_method,phylum,class,order,family,genus,species,sex,lifestage,lat,lon,site_code,caption,media_descriptor,image_file,copyright_institution,photographer
ImgIndex_1112,7010168,CRICO509-16,NID-N2760,,Nematoda,Chromadorea,Tylenchida,Criconematidae,Crossonema,Crossonema menzeli Norway,F,Adult,55.4267,-131.686,,Female midbody cuticle,Midbody,http://www.boldsystems.org/pics/CRICO/NID2760_4+1557336682.jpg,University of Nebraska,Tom Powers
ImgIndex_1113,7010168,CRICO509-16,NID-N2760,,Nematoda,Chromadorea,Tylenchida,Criconematidae,Crossonema,Crossonema menzeli Norway,F,Adult,55.4267,-131.686,,Female tail with vulva,Tail,http://www.boldsystems.org/pics/CRICO/NID2760_5+1557336722.jpg,University of Nebraska,Tom Powers
ImgIndex_1114,7010168,CRICO509-16,NID-N2760,,Nematoda,Chromadorea,Tylenchida,Criconematidae,Crossonema,Crossonema menzeli Norway,F,Adult,55.4267,-131.686,,Female head with lip region and stylet,Head,http://www.boldsystems.org/pics/CRICO/NID2760_2+1557336600.jpg,University of Nebraska,Tom Powers
ImgIndex_1115,7010168,CRICO509-16,NID-N2760,,Nematoda,Chromadorea,Tylenchida,Criconematidae,Crossonema,Crossonema menzeli Norway,F,Adult,55.4267,-131.686,,Female head cuticle with scales,Head,http://www.boldsystems.org/pics/CRICO/NID2760_3+1557336644.jpg,University of Nebraska,Tom Powers
ImgIndex_1116,7010168,CRICO509-16,NID-N2760,,Nematoda,Chromadorea,Tylenchida,Criconematidae,Crossonema,Crossonema menzeli Norway,F,Adult,55.4267,-131.686,,Female posterior with vulval flap and scales,Tail,http://www.boldsystems.org/pics/CRICO/NID2760_1+1557336552.jpg,University of Nebraska,Tom Powers
ImgIndex_1117,7010168,CRICO509-16,NID-N2760,,Nematoda,Chromadorea,Tylenchida,Criconematidae,Crossonema,Crossonema menzeli Norway,F,Adult,55.4267,-131.686,,Female tail cuticle with scales,Tail,http://www.boldsystems.org/pics/CRICO/NID2760_6+1557336784.jpg,University of Nebraska,Tom Powers
ImgIndex_1118,7010169,CRICO510-16,NID-N2761,,Nematoda,Chromadorea,Tylenchida,Criconematidae,Crossonema,Crossonema menzeli Norway,F,Adult,55.4267,-131.686,,Female head with lip region and stylet,Head,http://www.boldsystems.org/pics/CRICO/NID2761_2+1557774686.jpg,University of Nebraska,Tom Powers
ImgIndex_1119,7010169,CRICO510-16,NID-N2761,,Nematoda,Chromadorea,Tylenchida,Criconematidae,Crossonema,Crossonema menzeli Norway,F,Adult,55.4267,-131.686,,Female tail with vulva,Tail,http://www.boldsystems.org/pics/CRICO/NID2761_5+1557774898.jpg,University of Nebraska,Tom Powers
ImgIndex_1120,7010169,CRICO510-16,NID-N2761,,Nematoda,Chromadorea,Tylenchida,Criconematidae,Crossonema,Crossonema menzeli Norway,F,Adult,55.4267,-131.686,,Female entire body,Entire,http://www.boldsystems.org/pics/CRICO/NID2761_1+1557774728.jpg,University of Nebraska,Tom Powers
ImgIndex_1121,7010169,CRICO510-16,NID-N2761,,Nematoda,Chromadorea,Tylenchida,Criconematidae,Crossonema,Crossonema menzeli Norway,F,Adult,55.4267,-131.686,,Female head cuticle with scales,Head,http://www.boldsystems.org/pics/CRICO/NID2761_3+1557774790.jpg,University of Nebraska,Tom Powers
ImgIndex_1122,7010169,CRICO510-16,NID-N2761,,Nematoda,Chromadorea,Tylenchida,Criconematidae,Crossonema,Crossonema menzeli Norway,F,Adult,55.4267,-131.686,,Female midbody cuticle with scales,Midbody,http://www.boldsystems.org/pics/CRICO/NID2761_4+1557774838.jpg,University of Nebraska,Tom Powers
ImgIndex_1123,7010169,CRICO510-16,NID-N2761,,Nematoda,Chromadorea,Tylenchida,Criconematidae,Crossonema,Crossonema menzeli Norway,F,Adult,55.4267,-131.686,,Female tail cuticle with scales,Tail,http://www.boldsystems.org/pics/CRICO/NID2761_6+1557774942.jpg,University of Nebraska,Tom Powers
ImgIndex_1124,7010171,CRICO512-16,NID-N2764,,Nematoda,Chromadorea,Tylenchida,Criconematidae,Crossonema,Crossonema sp. Nepal-NA,,Juvenile,34.5362,-82.6477,,Juvenile entire body,Entire,http://www.boldsystems.org/pics/CRICO/NID2764_1+1557780714.jpg,Tom Powers,Tom Powers
ImgIndex_1125,7010172,CRICO513-16,NID-N2765,,Nematoda,Chromadorea,Tylenchida,Criconematidae,Hemicriconemoides,Hemicriconemoides chitwoodi,F,Adult,34.5362,-82.6477,,Female entire body,Entire,http://www.boldsystems.org/pics/CRICO/NID2765_1+1557847218.jpg,University of Nebraska,Tom Powers
ImgIndex_1126,7010172,CRICO513-16,NID-N2765,,Nematoda,Chromadorea,Tylenchida,Criconematidae,Hemicriconemoides,Hemicriconemoides chitwoodi,F,Adult,34.5362,-82.6477,,Female midbody cuticle,Midbody,http://www.boldsystems.org/pics/CRICO/NID2765_5+1557847888.jpg,University of Nebraska,Tom Powers
ImgIndex_1127,7010172,CRICO513-16,NID-N2765,,Nematoda,Chromadorea,Tylenchida,Criconematidae,Hemicriconemoides,Hemicriconemoides chitwoodi,F,Adult,34.5362,-82.6477,,Female head with lip region and stylet,Head,http://www.boldsystems.org/pics/CRICO/NID2765_2+1557847260.jpg,University of Nebraska,Tom Powers
ImgIndex_1128,7010172,CRICO513-16,NID-N2765,,Nematoda,Chromadorea,Tylenchida,Criconematidae,Hemicriconemoides,Hemicriconemoides chitwoodi,F,Adult,34.5362,-82.6477,,Female midbody with reproductive tract,Midbody,http://www.boldsystems.org/pics/CRICO/NID2765_3+1557847528.jpg,University of Nebraska,Tom Powers
ImgIndex_1129,7010172,CRICO513-16,NID-N2765,,Nematoda,Chromadorea,Tylenchida,Criconematidae,Hemicriconemoides,Hemicriconemoides chitwoodi,F,Adult,34.5362,-82.6477,,Female tail with vulva,Tail,http://www.boldsystems.org/pics/CRICO/NID2765_4+1557847638.jpg,University of Nebraska,Tom Powers
ImgIndex_1130,7010173,CRICO514-16,NID-N2766,,Nematoda,Chromadorea,Tylenchida,Criconematidae,Hemicriconemoides,Hemicriconemoides chitwoodi,F,Adult,34.5362,-82.6477,,Female head with lip region and stylet,Head,http://www.boldsystems.org/pics/CRICO/NID2766_1+1557848096.jpg,University of Nebraska,Tom Powers
ImgIndex_1131,7010173,CRICO514-16,NID-N2766,,Nematoda,Chromadorea,Tylenchida,Criconematidae,Hemicriconemoides,Hemicriconemoides chitwoodi,F,Adult,34.5362,-82.6477,,Female tail with vulva,Tail,http://www.boldsystems.org/pics/CRICO/NID2766_2+1557848056.jpg,University of Nebraska,Tom Powers
ImgIndex_1132,7010174,CRICO515-16,NID-N2767,,Nematoda,Chromadorea,Tylenchida,Criconematidae,Ogma,Ogma seymouri,F,Adult,55.4334,-131.611,,Female head cuticle with scales,Head,http://www.boldsystems.org/pics/CRICO/NID2767_3+1559579198.jpg,University of Nebraska,Tom Powers
ImgIndex_1133,7010174,CRICO515-16,NID-N2767,,Nematoda,Chromadorea,Tylenchida,Criconematidae,Ogma,Ogma seymouri,F,Adult,55.4334,-131.611,,Female tail cuticle with scales and vulva,Tail,http://www.boldsystems.org/pics/CRICO/NID2767_4+1559579276.jpg,University of Nebraska,Tom Powers
ImgIndex_1134,7010174,CRICO515-16,NID-N2767,,Nematoda,Chromadorea,Tylenchida,Criconematidae,Ogma,Ogma seymouri,F,Adult,55.4334,-131.611,,Female entire body,Entire,http://www.boldsystems.org/pics/CRICO/NID2767_1+1559579062.jpg,University of Nebraska,Tom Powers
ImgIndex_1135,7010174,CRICO515-16,NID-N2767,,Nematoda,Chromadorea,Tylenchida,Criconematidae,Ogma,Ogma seymouri,F,Adult,55.4334,-131.611,,Female head with lip region and stylet,Head,http://www.boldsystems.org/pics/CRICO/NID2767_2+1559579040.jpg,University of Nebraska,Tom Powers
ImgIndex_1136,7010174,CRICO515-16,NID-N2767,,Nematoda,Chromadorea,Tylenchida,Criconematidae,Ogma,Ogma seymouri,F,Adult,55.4334,-131.611,,Female midbody cuticle,Midbody,http://www.boldsystems.org/pics/CRICO/NID2767_5+1559579336.jpg,University of Nebraska,Tom Powers
ImgIndex_1137,7010175,CRICO516-16,NID-N2769,,Nematoda,Chromadorea,Tylenchida,Criconematidae,Ogma,Ogma seymouri,F,Adult,55.4334,-131.611,,Female entire body,Entire,http://www.boldsystems.org/pics/CRICO/NID2769_1+1559679350.jpg,University of Nebraska,Tom Powers
ImgIndex_1138,7010175,CRICO516-16,NID-N2769,,Nematoda,Chromadorea,Tylenchida,Criconematidae,Ogma,Ogma seymouri,F,Adult,55.4334,-131.611,,Female head cuticle with scales,Head,http://www.boldsystems.org/pics/CRICO/NID2769_3+1559679426.jpg,University of Nebraska,Tom Powers
ImgIndex_1139,7010175,CRICO516-16,NID-N2769,,Nematoda,Chromadorea,Tylenchida,Criconematidae,Ogma,Ogma seymouri,F,Adult,55.4334,-131.611,,Female midbody cuticle with scales,Midbody,http://www.boldsystems.org/pics/CRICO/NID2769_6+1559679570.jpg,University of Nebraska,Tom Powers
ImgIndex_1140,7010175,CRICO516-16,NID-N2769,,Nematoda,Chromadorea,Tylenchida,Criconematidae,Ogma,Ogma seymouri,F,Adult,55.4334,-131.611,,Female head with lip region and stylet,Head,http://www.boldsystems.org/pics/CRICO/NID2769_2+1559679392.jpg,University of Nebraska,Tom Powers
ImgIndex_1141,7010175,CRICO516-16,NID-N2769,,Nematoda,Chromadorea,Tylenchida,Criconematidae,Ogma,Ogma seymouri,F,Adult,55.4334,-131.611,,Female midbody cuticle with scales,Midbody,http://www.boldsystems.org/pics/CRICO/NID2769_5+1559679526.jpg,University of Nebraska,Tom Powers
ImgIndex_1142,7010175,CRICO516-16,NID-N2769,,Nematoda,Chromadorea,Tylenchida,Criconematidae,Ogma,Ogma seymouri,F,Adult,55.4334,-131.611,,Female tail cuticle with scales and vulva,Tail,http://www.boldsystems.org/pics/CRICO/NID2769_4+1559679478.jpg,University of Nebraska,Tom Powers
ImgIndex_1143,7010176,CRICO517-16,NID-N2772,,Nematoda,Chromadorea,Tylenchida,Criconematidae,Ogma,Ogma seymouri,,Juvenile,55.4334,-131.611,,Juvenile head cuticle with scales,Head,http://www.boldsystems.org/pics/CRICO/NID2772_3+1560195006.jpg,University of Nebraska,Tom Powers
ImgIndex_1144,7010176,CRICO517-16,NID-N2772,,Nematoda,Chromadorea,Tylenchida,Criconematidae,Ogma,Ogma seymouri,,Juvenile,55.4334,-131.611,,Juvenile entire body,Entire,http://www.boldsystems.org/pics/CRICO/NID2772_1+1560194898.jpg,University of Nebraska,Tom Powers
ImgIndex_1145,7010176,CRICO517-16,NID-N2772,,Nematoda,Chromadorea,Tylenchida,Criconematidae,Ogma,Ogma seymouri,,Juvenile,55.4334,-131.611,,Juvenile head with lip region and stylet,Head,http://www.boldsystems.org/pics/CRICO/NID2772_2+1560194958.jpg,University of Nebraska,Tom Powers
ImgIndex_1146,7010176,CRICO517-16,NID-N2772,,Nematoda,Chromadorea,Tylenchida,Criconematidae,Ogma,Ogma seymouri,,Juvenile,55.4334,-131.611,,Juvenile midbody cuticle,Midbody,http://www.boldsystems.org/pics/CRICO/NID2772_5+1560195128.jpg,University of Nebraska,Tom Powers
ImgIndex_1147,7010176,CRICO517-16,NID-N2772,,Nematoda,Chromadorea,Tylenchida,Criconematidae,Ogma,Ogma seymouri,,Juvenile,55.4334,-131.611,,Juvenile tail cuticle with scales,Tail,http://www.boldsystems.org/pics/CRICO/NID2772_4+1560195074.jpg,University of Nebraska,Tom Powers
ImgIndex_1148,7010177,CRICO518-16,NID-N2773,,Nematoda,Chromadorea,Tylenchida,Criconematidae,Ogma,Ogma seymouri,M,Adult,55.4334,-131.611,,Male head (Juvenile molting to male),Head,http://www.boldsystems.org/pics/CRICO/NID2773_2+1560195570.jpg,University of Nebraska,Tom Powers
ImgIndex_1149,7010177,CRICO518-16,NID-N2773,,Nematoda,Chromadorea,Tylenchida,Criconematidae,Ogma,Ogma seymouri,M,Adult,55.4334,-131.611,,Male/Juvenile anterior cuticle with scales,Midbody,http://www.boldsystems.org/pics/CRICO/NID2773_4+1560195680.jpg,University of Nebraska,Tom Powers
ImgIndex_1150,7010177,CRICO518-16,NID-N2773,,Nematoda,Chromadorea,Tylenchida,Criconematidae,Ogma,Ogma seymouri,M,Adult,55.4334,-131.611,,Male entire body (Juvenile molting to male),Entire,http://www.boldsystems.org/pics/CRICO/NID2773_1+1560195450.jpg,University of Nebraska,Tom Powers
ImgIndex_1151,7010177,CRICO518-16,NID-N2773,,Nematoda,Chromadorea,Tylenchida,Criconematidae,Ogma,Ogma seymouri,M,Adult,55.4334,-131.611,,Male tail with spicules (Juvenile molting to male),Tail,http://www.boldsystems.org/pics/CRICO/NID2773_3+1560195606.jpg,University of Nebraska,Tom Powers
ImgIndex_1152,7010178,CRICO519-16,NID-N2777,,Nematoda,Chromadorea,Tylenchida,Criconematidae,Criconema,Criconema sphagni,F,Adult,35.6739,-83.4335,,Female entire body,Entire,http://www.boldsystems.org/pics/CRICO/NID2777_1+1560195758.jpg,University of Nebraska,Tom Powers
ImgIndex_1153,7010178,CRICO519-16,NID-N2777,,Nematoda,Chromadorea,Tylenchida,Criconematidae,Criconema,Criconema sphagni,F,Adult,35.6739,-83.4335,,Female tail with vulva,Tail,http://www.boldsystems.org/pics/CRICO/NID2777_3+1560195886.jpg,University of Nebraska,Tom Powers
ImgIndex_1154,7010178,CRICO519-16,NID-N2777,,Nematoda,Chromadorea,Tylenchida,Criconematidae,Criconema,Criconema sphagni,F,Adult,35.6739,-83.4335,,Female head with lip region and stylet,Head,http://www.boldsystems.org/pics/CRICO/NID2777_2+1560195852.jpg,University of Nebraska,Tom Powers
ImgIndex_1155,7010180,CRICO521-16,NID-N2780,,Nematoda,Chromadorea,Tylenchida,Criconematidae,Ogma,Ogma seymouri,F,Adult,55.4277,-131.689,,Female head cuticle with scales,Head,http://www.boldsystems.org/pics/CRICO/NID2780_3+1560801410.jpg,University of Nebraska,Tom Powers
ImgIndex_1156,7010180,CRICO521-16,NID-N2780,,Nematoda,Chromadorea,Tylenchida,Criconematidae,Ogma,Ogma seymouri,F,Adult,55.4277,-131.689,,Female midbody cuticle with scales,Midbody,http://www.boldsystems.org/pics/CRICO/NID2780_6+1560801556.jpg,University of Nebraska,Tom Powers
ImgIndex_1157,7010180,CRICO521-16,NID-N2780,,Nematoda,Chromadorea,Tylenchida,Criconematidae,Ogma,Ogma seymouri,F,Adult,55.4277,-131.689,,Female entire body,Entire,http://www.boldsystems.org/pics/CRICO/NID2780_1+1560801284.jpg,University of Nebraska,Tom Powers
ImgIndex_1158,7010180,CRICO521-16,NID-N2780,,Nematoda,Chromadorea,Tylenchida,Criconematidae,Ogma,Ogma seymouri,F,Adult,55.4277,-131.689,,Female head with lip region and stylet,Head,http://www.boldsystems.org/pics/CRICO/NID2780_2+1560801338.jpg,University of Nebraska,Tom Powers
ImgIndex_1159,7010180,CRICO521-16,NID-N2780,,Nematoda,Chromadorea,Tylenchida,Criconematidae,Ogma,Ogma seymouri,F,Adult,55.4277,-131.689,,Female midbody cuticle with scales,Midbody,http://www.boldsystems.org/pics/CRICO/NID2780_5+1560801528.jpg,University of Nebraska,Tom Powers
ImgIndex_1160,7010180,CRICO521-16,NID-N2780,,Nematoda,Chromadorea,Tylenchida,Criconematidae,Ogma,Ogma seymouri,F,Adult,55.4277,-131.689,,Female tail cuticle with scales and vulva,Tail,http://www.boldsystems.org/pics/CRICO/NID2780_4+1560801456.jpg,University of Nebraska,Tom Powers
ImgIndex_1161,7010181,CRICO522-16,NID-N2781,,Nematoda,Chromadorea,Tylenchida,Criconematidae,Ogma,Ogma seymouri,F,Adult,55.4277,-131.689,,Female head cuticle with scales,Head,http://www.boldsystems.org/pics/CRICO/NID2781_3+1562097642.jpg,University of Nebraska,Tom Powers
ImgIndex_1162,7010181,CRICO522-16,NID-N2781,,Nematoda,Chromadorea,Tylenchida,Criconematidae,Ogma,Ogma seymouri,F,Adult,55.4277,-131.689,,Female midbody cuticle with scales,Midbody,http://www.boldsystems.org/pics/CRICO/NID2781_5+1562097736.jpg,University of Nebraska,Tom Powers
ImgIndex_1163,7010181,CRICO522-16,NID-N2781,,Nematoda,Chromadorea,Tylenchida,Criconematidae,Ogma,Ogma seymouri,F,Adult,55.4277,-131.689,,Female entire body,Entire,http://www.boldsystems.org/pics/CRICO/NID2781_1+1562097546.jpg,University of Nebraska,Tom Powers
ImgIndex_1164,7010181,CRICO522-16,NID-N2781,,Nematoda,Chromadorea,Tylenchida,Criconematidae,Ogma,Ogma seymouri,F,Adult,55.4277,-131.689,,Female head with lip region and stylet,Head,http://www.boldsystems.org/pics/CRICO/NID2781_2+1562097600.jpg,University of Nebraska,Tom Powers
ImgIndex_1165,7010181,CRICO522-16,NID-N2781,,Nematoda,Chromadorea,Tylenchida,Criconematidae,Ogma,Ogma seymouri,F,Adult,55.4277,-131.689,,Female midbody cuticle with scales,Midbody,http://www.boldsystems.org/pics/CRICO/NID2781_4+1562097690.jpg,University of Nebraska,Tom Powers
ImgIndex_1166,7010181,CRICO522-16,NID-N2781,,Nematoda,Chromadorea,Tylenchida,Criconematidae,Ogma,Ogma seymouri,F,Adult,55.4277,-131.689,,Female tail cuticle with scales and vulva,Tail,http://www.boldsystems.org/pics/CRICO/NID2781_6+1562097772.jpg,University of Nebraska,Tom Powers
ImgIndex_1167,7010182,CRICO523-16,NID-N2788,,Nematoda,Chromadorea,Tylenchida,Criconematidae,Ogma,Ogma octangularis,F,Adult,35.6121,-83.5431,,Female entire body,Entire,http://www.boldsystems.org/pics/CRICO/NID2788_1+1562612914.jpg,University of Nebraska,Tom Powers
ImgIndex_1168,7010182,CRICO523-16,NID-N2788,,Nematoda,Chromadorea,Tylenchida,Criconematidae,Ogma,Ogma octangularis,F,Adult,35.6121,-83.5431,,Female head with lip region and stylet,Head,http://www.boldsystems.org/pics/CRICO/NID2788_2+1562612986.jpg,University of Nebraska,Tom Powers
ImgIndex_1169,7010182,CRICO523-16,NID-N2788,,Nematoda,Chromadorea,Tylenchida,Criconematidae,Ogma,Ogma octangularis,F,Adult,35.6121,-83.5431,,Female tail cuticle with scales and vulva,Tail,http://www.boldsystems.org/pics/CRICO/NID2788_3+1562613040.jpg,University of Nebraska,Tom Powers
ImgIndex_1170,7010183,CRICO524-16,NID-N2789,,Nematoda,Chromadorea,Tylenchida,Criconematidae,Ogma,Ogma octangularis,,Juvenile,35.6121,-83.5431,,Juvenile head with lip region and stylet,Head,http://www.boldsystems.org/pics/CRICO/NID2789_2+1562619404.jpg,University of Nebraska,Tom Powers
ImgIndex_1171,7010183,CRICO524-16,NID-N2789,,Nematoda,Chromadorea,Tylenchida,Criconematidae,Ogma,Ogma octangularis,,Juvenile,35.6121,-83.5431,,Juvenile entire body,Entire,http://www.boldsystems.org/pics/CRICO/NID2789_1+1562619366.jpg,University of Nebraska,Tom Powers
ImgIndex_1172,7010183,CRICO524-16,NID-N2789,,Nematoda,Chromadorea,Tylenchida,Criconematidae,Ogma,Ogma octangularis,,Juvenile,35.6121,-83.5431,,Juvenile midbody cuticle,Midbody,http://www.boldsystems.org/pics/CRICO/NID2789_4+1562619468.jpg,University of Nebraska,Tom Powers
ImgIndex_1173,7010183,CRICO524-16,NID-N2789,,Nematoda,Chromadorea,Tylenchida,Criconematidae,Ogma,Ogma octangularis,,Juvenile,35.6121,-83.5431,,Juvenile tail,Tail,http://www.boldsystems.org/pics/CRICO/NID2789_3+1562619436.jpg,University of Nebraska,Tom Powers
ImgIndex_1174,7010185,CRICO526-16,NID-N2791,,Nematoda,Chromadorea,Tylenchida,Criconematidae,Lobocriconema,Lobocriconema sp. HG02,F,Adult,35.6121,-83.5431,,female head with lip region stylet and esophagus 1000X magnification,Head,http://www.boldsystems.org/pics/CRICO/NID2791_2+1466718519.jpg,University of Nebraska-Lincoln,Tom Powers
ImgIndex_1175,7010185,CRICO526-16,NID-N2791,,Nematoda,Chromadorea,Tylenchida,Criconematidae,Lobocriconema,Lobocriconema sp. HG02,F,Adult,35.6121,-83.5431,,female entire body 400X magnification,Entire body,http://www.boldsystems.org/pics/CRICO/NID2791_1+1466710670.jpg,University of Nebraska,Tom Powers
ImgIndex_1176,7010185,CRICO526-16,NID-N2791,,Nematoda,Chromadorea,Tylenchida,Criconematidae,Lobocriconema,Lobocriconema sp. HG02,F,Adult,35.6121,-83.5431,,female midbody cuticle with anastomosis 1000X magnification,Midbody,http://www.boldsystems.org/pics/CRICO/NID2791_3+1466718651.jpg,University of Nebraska-Lincoln,Tom Powers
ImgIndex_1177,7010185,CRICO526-16,NID-N2791,,Nematoda,Chromadorea,Tylenchida,Criconematidae,Lobocriconema,Lobocriconema sp. HG02,F,Adult,35.6121,-83.5431,,female tail,Tail,http://www.boldsystems.org/pics/CRICO/NID2791_4+1515183386.jpg,University of Nebraska,Tom Powers
ImgIndex_1178,7010186,CRICO527-16,NID-N2792,,Nematoda,Chromadorea,Tylenchida,Criconematidae,Ogma,Ogma octangularis,,Juvenile,35.6121,-83.5431,,Juvenile tail cuticle with scales,Tail,http://www.boldsystems.org/pics/CRICO/NID2792_3+1564161022.jpg,University of Nebraska,Tom Powers
ImgIndex_1179,7010186,CRICO527-16,NID-N2792,,Nematoda,Chromadorea,Tylenchida,Criconematidae,Ogma,Ogma octangularis,,Juvenile,35.6121,-83.5431,,Juvenile entire body,Entire,http://www.boldsystems.org/pics/CRICO/NID2792_1+1564160922.jpg,University of Nebraska,Tom Powers
ImgIndex_1180,7010186,CRICO527-16,NID-N2792,,Nematoda,Chromadorea,Tylenchida,Criconematidae,Ogma,Ogma octangularis,,Juvenile,35.6121,-83.5431,,Juvenile head with lip region and stylet,Head,http://www.boldsystems.org/pics/CRICO/NID2792_2+1564160966.jpg,University of Nebraska,Tom Powers
ImgIndex_1181,7010187,CRICO528-16,NID-N2793,,Nematoda,Chromadorea,Tylenchida,Criconematidae,Mesocriconema,Mesocriconema sp. HG15,,Juvenile,29.4226,-82.1072,,Juvenile tail,Tail,http://www.boldsystems.org/pics/CRICO/NID2793_3+1564168318.jpg,University of Nebraska,Tom Powers
ImgIndex_1182,7010187,CRICO528-16,NID-N2793,,Nematoda,Chromadorea,Tylenchida,Criconematidae,Mesocriconema,Mesocriconema sp. HG15,,Juvenile,29.4226,-82.1072,,Juvenile head with lip region and stylet,Head,http://www.boldsystems.org/pics/CRICO/NID2793_2+1564168230.jpg,University of Nebraska,Tom Powers
ImgIndex_1183,7010187,CRICO528-16,NID-N2793,,Nematoda,Chromadorea,Tylenchida,Criconematidae,Mesocriconema,Mesocriconema sp. HG15,,Juvenile,29.4226,-82.1072,,Juvenile entire body,Entire,http://www.boldsystems.org/pics/CRICO/NID2793_1+1564168270.jpg,University of Nebraska,Tom Powers
ImgIndex_1184,7010187,CRICO528-16,NID-N2793,,Nematoda,Chromadorea,Tylenchida,Criconematidae,Mesocriconema,Mesocriconema sp. HG15,,Juvenile,29.4226,-82.1072,,Juvenile midbody cuticle with scales,Midbody,http://www.boldsystems.org/pics/CRICO/NID2793_4+1564168156.jpg,University of Nebraska,Tom Powers
ImgIndex_1185,7010188,CRICO529-16,NID-N2797,,Nematoda,Chromadorea,Tylenchida,Criconematidae,Ogma,Ogma octangularis,F,Adult,35.6121,-83.5431,,Female entire body,Entire,http://www.boldsystems.org/pics/CRICO/NID2797_1+1566245986.jpg,University of Nebraska,Tom Powers
ImgIndex_1186,7010188,CRICO529-16,NID-N2797,,Nematoda,Chromadorea,Tylenchida,Criconematidae,Ogma,Ogma octangularis,F,Adult,35.6121,-83.5431,,Female tail with vulva,Tail,http://www.boldsystems.org/pics/CRICO/NID2797_4+1566246140.jpg,University of Nebraska,Tom Powers
ImgIndex_1187,7010188,CRICO529-16,NID-N2797,,Nematoda,Chromadorea,Tylenchida,Criconematidae,Ogma,Ogma octangularis,F,Adult,35.6121,-83.5431,,Female head with lip region and stylet,Head,http://www.boldsystems.org/pics/CRICO/NID2797_2+1566246022.jpg,University of Nebraska,Tom Powers
ImgIndex_1188,7010188,CRICO529-16,NID-N2797,,Nematoda,Chromadorea,Tylenchida,Criconematidae,Ogma,Ogma octangularis,F,Adult,35.6121,-83.5431,,Female midbody cuticle with scales,Midbody,http://www.boldsystems.org/pics/CRICO/NID2797_3+1566246110.jpg,University of Nebraska,Tom Powers
ImgIndex_1189,7010189,CRICO530-16,NID-N2798,,Nematoda,Chromadorea,Tylenchida,Criconematidae,Ogma,Ogma octangularis,F,Adult,35.6121,-83.5431,,Female tail with vulva,Tail,http://www.boldsystems.org/pics/CRICO/NID2798_2+1570215982.jpg,University of Nebraska,Tom Powers
ImgIndex_1190,7010189,CRICO530-16,NID-N2798,,Nematoda,Chromadorea,Tylenchida,Criconematidae,Ogma,Ogma octangularis,F,Adult,35.6121,-83.5431,,Female head with lip region and stylet,Head,http://www.boldsystems.org/pics/CRICO/NID2798_1+1570215938.jpg,University of Nebraska,Tom Powers
ImgIndex_1191,7010190,CRICO531-16,NID-N2799,,Nematoda,Chromadorea,Tylenchida,Criconematidae,Ogma,Ogma octangularis,M,Adult,35.6121,-83.5431,,Juvenile entire body- molting to male,Entire,http://www.boldsystems.org/pics/CRICO/NID2799_1+1570216534.jpg,University of Nebraska,Tom Powers
ImgIndex_1192,7010190,CRICO531-16,NID-N2799,,Nematoda,Chromadorea,Tylenchida,Criconematidae,Ogma,Ogma octangularis,M,Adult,35.6121,-83.5431,,Juvenile head- molting to male,Head,http://www.boldsystems.org/pics/CRICO/NID2799_2+1570216610.jpg,University of Nebraska,Tom Powers
ImgIndex_1193,7010190,CRICO531-16,NID-N2799,,Nematoda,Chromadorea,Tylenchida,Criconematidae,Ogma,Ogma octangularis,M,Adult,35.6121,-83.5431,,Juvenile tail- molting to male,Tail,http://www.boldsystems.org/pics/CRICO/NID2799_3+1570217168.jpg,University of Nebraska,Tom Powers
ImgIndex_1194,7010191,CRICO532-16,NID-N2800,,Nematoda,Chromadorea,Tylenchida,Criconematidae,Ogma,Ogma octangularis,,Juvenile,35.6121,-83.5431,,Juvenile entire body,Entire,http://www.boldsystems.org/pics/CRICO/NID2800_1+1570560282.jpg,University of Nebraska,Tom Powers
ImgIndex_1195,7010191,CRICO532-16,NID-N2800,,Nematoda,Chromadorea,Tylenchida,Criconematidae,Ogma,Ogma octangularis,,Juvenile,35.6121,-83.5431,,Juvenile tail with scales,Tail,http://www.boldsystems.org/pics/CRICO/NID2800_3+1570560382.jpg,University of Nebraska,Tom Powers
ImgIndex_1196,7010191,CRICO532-16,NID-N2800,,Nematoda,Chromadorea,Tylenchida,Criconematidae,Ogma,Ogma octangularis,,Juvenile,35.6121,-83.5431,,Juvenile head with lip region and stylet,Head,http://www.boldsystems.org/pics/CRICO/NID2800_2+1570560332.jpg,University of Nebraska,Tom Powers
ImgIndex_1197,7010192,CRICO533-16,NID-N2803,,Nematoda,Chromadorea,Tylenchida,Criconematidae,Criconema,Criconema sphagni,F,Adult,35.6739,-83.4335,,Female head with lip region and stylet,Head,http://www.boldsystems.org/pics/CRICO/NID2803_2+1570560062.jpg,University of Nebraska,Tom Powers
ImgIndex_1198,7010192,CRICO533-16,NID-N2803,,Nematoda,Chromadorea,Tylenchida,Criconematidae,Criconema,Criconema sphagni,F,Adult,35.6739,-83.4335,,Female entire body,Entire,http://www.boldsystems.org/pics/CRICO/NID2803_1+1570560032.jpg,University of Nebraska,Tom Powers
ImgIndex_1199,7010192,CRICO533-16,NID-N2803,,Nematoda,Chromadorea,Tylenchida,Criconematidae,Criconema,Criconema sphagni,F,Adult,35.6739,-83.4335,,Female tail with vulva,Tail,http://www.boldsystems.org/pics/CRICO/NID2803_3+1570560094.jpg,University of Nebraska,Tom Powers
